SupplierName,Dept,Service,NatAnal,ModuleName,Company,Account,Site,Section,Structure,Intercompany,Nature,Major,Minor,GroupSectionAndDescription,LedgerName,Source,Category,SupplierNumber,SupplierName_Fake,DocumentCurrency,Ledgercurrency,AmoutinEUR,DebitEnteredAmount,CreditEnteredAmount,DebitAccountedAmount,CreditAccountedAmount,DateCreated,POOrderedDate,DueDate
UCUST SZS INC,MQ,Group EC,Salaries,GL,TechnoGlobal Industries,9900100,MAN,96500N,7956,723,N21_FE_V,MAJ20_Cascade_ENERGY_F,MIN0430,1472 Allocation unpaid intra group invoices by companies from South America,MX_839_PL_MXN,MICH_EPW_GLJRNLINTF,Depreciation,7,Superior Quality Goods,MXN,BRL,481393.76,921.36,0,101.04,0,02/05/2024,07/26/2024,10/19/2025
SHSWX NXN INC,IN,ES,Invoices sent,AP,Quantum Dynamics Group,9830206,CGR,14320G,7950,567,N22_FE_F,MAJ03_Temporary_Other_Labor_V,MIN0935,9650 Other operational expenses & revenues,CA_407_PL_CAD,,GL_Payroll,48,Prime Logistics Partners,GBP,USD,998423.11,498.25,0,896.9,0,04/29/2025,05/14/2025,10/06/2025
NZIEP BUM INC,BSS,QPO,Salaries,INV,Meridian Solutions Corp,6250300,PP1,14600B,7956,589,N81_MASA_F,MAJ05_Maintenance_V,MIN0415,1466 ISIT BSS Supply Chain (SC),CA_407_PL_CAD,,Labor Cost,26,Certified Distribution Corp,EUR,USD,370855.62,877.5,0,24.57,0,02/28/2025,03/23/2025,07/07/2025
WUQXC OKV INC,BSS,Security,Invoices sent,INV,TechnoGlobal Industries,6310708,PPC,14360B,7950,0,N70_DEPRECIATION_F,MAJ15_Depreciation_F,MIN1011,1444 ISIT Infra Service Line NET (Network),MX_839_PL_MXN,Assets,REC,27,Universal Supply Chain,GBP,MXN,124297.93,426.3,0,160.05,0,03/29/2025,07/15/2025,10/30/2025
BVXLI YHS INC,MQ,Group EUX,Travels,AP,Nexus Enterprise Holdings,6186000,CGR,14520A,7950,567,N94_ENERGY_F,MAJ09_General_Overhead_F,MIN2103,9828 Other operational expenses & revenue non allocated,US_415_PL_USD,,Inventory,18,Essential Materials Ltd,BRL,BRL,617520.14,618.25,0,189.76,0,02/17/2023,02/13/2024,06/28/2025
MHHZC NYT INC,BSS,OTHER OP,Salaries,AP,Apex Innovations Ltd,6475100,LAV,14580B,7950,589,N91_MASA_F,MAJ20_Cascade_ENERGY_V,MIN1110,1470 ISIT BSS IS Region managers (ISRM),,Cost Management,GL_Financial_AutoReversal,14,Leading Products Corp,BRL,MXN,764481.6,883.71,0,668.83,0,03/02/2023,11/24/2023,08/31/2024
DJFIR DBC INC,BSS,ES,Taxes,INV,TechnoGlobal Industries,6478100,DDD,14480A,7956,589,N21_FE_V,MAJ20_Cascade_MASA_F,MIN0420,1464 ISIT BSS Research & development (RD),,Payables,GL_Supplier,34,Professional Resources Ltd,BRL,BRL,35502.03,410.84,0,952.75,0,06/10/2023,08/07/2024,06/15/2025
BHHJW VWN INC,BSS,QPO,Training,INV,Nexus Enterprise Holdings,6449100,RES,14620A,7950,415,N22_FE_F,MAJ15_Depreciation_F,MIN1010,1432 ISIT Region Direction,MX_589_PL_MXN,Manual,Receiving,30,Global Tech Solutions,MXN,MXN,17781.29,431.6,0,968.02,0,03/18/2025,03/21/2025,06/27/2025
NMOTI VQG INC,IN,EUX,Travels,PO,Meridian Solutions Corp,6438100,LAV,96501B,7956,415,N91_MASA_F,MAJ05_Maintenance_F,MIN2103,1444 ISIT Infra Service Line NET (Network),MX_839_PL_MXN,Manual,Retirement,21,Strategic Industries Inc,GBP,MXN,83693.74,744.18,0,680.96,0,02/26/2023,08/09/2025,09/28/2025
WCHIK HWO INC,MQ,Communications,Other expenses,AP,Quantum Dynamics Group,6808000,MTC,14580B,7950,589,N22_FE_F,MAJ20_Cascade_DEPRECIATION_F,MIN0435,1466 ISIT BSS Supply Chain (SC),,Payables,Addition,27,Certified Components Inc,MXN,BRL,462242.95,411.79,0,773.94,0,04/17/2023,08/09/2025,09/14/2025
UKFZB RUO INC,MQ,IN DIR,Capitalized production (PRIM),AP,TechnoGlobal Industries,6437201,MTC,96500N,7956,0,N97_FE_F,MAJ16_Restructuring,MIN2072,1440 ISIT Infra Data centre & applications platforms (DAP),MX_589_PL_MXN,Receivables,Purchase Invoices,36,Premier Logistics Co,GBP,MXN,892352.21,33.54,0,958.47,0,11/23/2023,12/18/2024,10/27/2025
QIUHI TRB INC,DIR,MASS ALLOC,Other expenses,PA,Apex Innovations Ltd,7041005,RIO,98158Z,7956,0,N30_ENERGY_V,MAJ11_Income,MIN2005,9650 Other operational expenses & revenues,BR_414_PL_BRL,CLL F189 INTEGRATED RCV,Addition,34,Superior Technologies Inc,CAD,BRL,484760.97,436.84,0,282.35,0,04/09/2025,08/25/2025,10/28/2025
PNTAD IXV INC,BSS,Group EUX,Depreciation,INV,Nexus Enterprise Holdings,6439100,DDD,98158Z,7950,415,N23_FE_TRAVEL_F,MAJ20_Allocation_MASA_F,MIN0510,1440 ISIT Infra Data centre & applications platforms (DAP),MX_839_PL_MXN,Assets,GL_Adjustment,6,Prime Logistics Partners,GBP,CAD,284882.21,93.35,0,372.46,0,02/25/2025,04/21/2025,08/11/2025
FBTIF RBQ INC,IN,RD,Other expenses,INV,Nexus Enterprise Holdings,9830206,MTC,14320J,7956,200,N97_FE_F,MAJ03_Temporary_Other_Labor_V,MIN0420,9828 Other operational expenses & revenue non allocated,BR_414_PL_BRL,Receivables,GL_Supplier,15,Quality Components Ltd,GBP,BRL,748667.73,168.06,0,20.5,0,10/28/2024,08/27/2025,10/18/2025
UNVRG PIG INC,BSS,ES,Internal,INV,Quantum Dynamics Group,6448106,MXA,14340A,7950,589,N22_FE_F,MAJ20_Cascade_DEPRECIATION_F,MIN0916,1432 ISIT Region Direction,,,Receiving,42,First Class Manufacturing,EUR,MXN,932096.51,779.71,0,341.77,0,02/22/2023,03/13/2025,04/11/2025
WWIQQ UQU INC,IN,EUX,Training,GL,TechnoGlobal Industries,6453000,MAN,14320G,7956,409,N81_MASA_F,MAJ07_Transportation_V,MIN2071,1440 ISIT Infra Data centre & applications platforms (DAP),,MICH_CAW_GLJRNLINTF,GL_AutoPrepa,12,Professional Services Corp,BRL,USD,958569.16,71.2,0,729.06,0,01/14/2023,02/10/2025,07/23/2025
VPLDK PHS INC,IN,QPO,Purchases,PA,TechnoGlobal Industries,6418706,LAV,14600B,7950,796,N70_DEPRECIATION_F,MAJ08_Industrial_Supplies_V,MIN0521,1448 ISIT Infra Transverse operations (GOM),MX_839_PL_USD,Recurring,GL_Payroll,13,Global Tech Solutions,MXN,MXN,802980.66,313.48,0,873.56,0,06/02/2024,12/30/2024,06/20/2025
WGDRN PEA INC,BSS,ACC,Internal,AP,Apex Innovations Ltd,9860900,RES,14520A,7950,723,N88_CESSIONS_DORD,MAJ02_Prod_Maint_Wages_V,MIN2062,1464 ISIT BSS Research & development (RD),MX_589_PL_MXN,,Debit Memos,23,Reliable Suppliers Group,EUR,USD,285704.87,226.16,0,357.56,0,08/04/2024,08/23/2025,09/24/2025
IDHKW WRB INC,DIR,MASS ALLOC,Other expenses,PA,TechnoGlobal Industries,6448713,GRU,96501B,7950,723,N11_MASA_F,MAJ09_General_Overhead_F,MIN2063,1468 ISIT BSS Management,MX_589_PL_MXN,CLL F189 INTEGRATED RCV,GL_Allocation_Auto_Revers,10,First Class Manufacturing,BRL,BRL,367108.32,206.81,0,216.24,0,01/06/2023,09/20/2024,07/23/2025
YLKVJ FOT INC,MQ,EC,Taxes,PO,Nexus Enterprise Holdings,6221000,MXA,14720A,7956,589,N91_MASA_F,MAJ04_Salary_Labor_F,MIN0510,1462 ISIT BSS Production Sytems (PS),CA_407_PL_CAD,,Addition,49,Essential Services Co,EUR,BRL,306385.04,978.68,0,559.4,0,08/02/2023,09/15/2023,10/21/2025
NFQCH BMZ INC,DIR,Communications,Capitalized production (PRIM),INV,Nexus Enterprise Holdings,6457200,LAV,14661C,7950,409,N81_MASA_F,MAJ10_Advertising_F,MIN0845,9650 Other operational expenses & revenues,US_415_PL_USD,Receivables,Addition,8,Integrated Solutions Ltd,MXN,CAD,426297.43,874.38,0,554.47,0,07/04/2023,01/22/2024,07/21/2025
XIRPT LDY INC,DIR,MASS ALLOC,Training,AP,Nexus Enterprise Holdings,6180000,MXA,96500Q,7950,200,N91_MASA_F,MAJ10_Advertising_F,MIN2072,1432 ISIT Region Direction,MX_839_PL_MXN,Recurring,GL_Intercompany,46,Professional Resources Ltd,GBP,USD,694635.51,871.84,0,584.1,0,04/17/2024,11/25/2024,06/03/2025
LZFYL GOA INC,MQ,Infra - Projects,Taxes,GL,Nexus Enterprise Holdings,9860205,LAV,14620A,7950,409,N11_MASA_F,MAJ08_Industrial_Supplies_V,MIN0917,1436 ISIT Infra Service Line EUX (End User Experience),MX_839_PL_USD,Assets,GL_Tax,43,Prime Components Group,USD,MXN,40533.31,99.67,0,827.85,0,12/01/2023,01/04/2024,09/02/2025
GJDXG BUB INC,DIR,SC,Taxes,GL,Quantum Dynamics Group,6453000,MTC,14620A,7956,200,N97_FE_F,MAJ02_Prod_Maint_Wages_V,MIN0511,1434 ISIT Method & Quality,MX_839_PL_MXN,,Write-off,20,Strategic Industries Inc,BRL,MXN,600467.48,911.08,0,685.87,0,04/17/2025,04/27/2025,10/08/2025
PRATI WNH INC,IN,D1 DAP,Travels,PA,TechnoGlobal Industries,6457200,LAV,14340A,7950,511,N91_MASA_F,MAJ08_Industrial_Supplies_V,MIN0945,1470 ISIT BSS IS Region managers (ISRM),MX_839_PL_MXN,,Addition,41,Premier Manufacturing Co,GBP,USD,586450.64,48.54,0,163.66,0,04/17/2023,10/02/2023,01/31/2025
CKFQC ONI INC,MQ,Group EC,Salaries,PO,Nexus Enterprise Holdings,6311100,MXA,14340A,7950,567,N22_FE_F,MAJ10_Advertising_F,MIN0919,1440 ISIT Infra Data centre & applications platforms (DAP),BR_414_PL_BRL,Recurring,GL_Payroll_Auto_Reversal,33,Advanced Materials Group,CAD,BRL,730687.25,355.58,0,610.58,0,07/07/2024,07/14/2024,10/07/2024
AJNEH ONP INC,IN,MF,Capitalized production (PRIM),INV,Apex Innovations Ltd,6186000,MTC,14620A,7956,0,N94_ENERGY_F,MAJ20_Cascade_MASA_F,MIN2063,1472 Allocation unpaid intra group invoices by companies from South America,BR_414_PL_BRL,Assets,Debit Memos,21,Excellence Manufacturing,EUR,MXN,429721.89,292.61,0,243.07,0,07/20/2025,08/01/2025,08/29/2025
DNNXO WZL INC,BSS,ES,Telecom Data,INV,Meridian Solutions Corp,9419100,PP1,14600A,7950,511,N24_FE_MISC_INCOME_F,MAJ20_Cascade_DEPRECIATION_F,MIN0935,9650 Other operational expenses & revenues,BR_414_PL_BRL,MassAllocation,Freight,48,Dynamic Industries Inc,MXN,MXN,921257.81,357.42,0,148.89,0,06/27/2023,09/14/2025,09/26/2025
WAIPN YYX INC,BSS,QPO,Telecom Data,PO,Nexus Enterprise Holdings,6447201,MAN,14620A,7956,200,N70_DEPRECIATION_F,MAJ20_Allocation_FE_F,MIN1120,9815 Expenses to be reinvoiced or reallocated,CA_407_PL_CAD,Payables,Debit Memos,6,Progressive Technologies,USD,CAD,911296.5,571.96,0,268.46,0,09/15/2024,03/17/2025,06/12/2025
UUYWS OTJ INC,BSS,Communications,Travels,INV,Meridian Solutions Corp,6437100,MAN,14560B,7950,589,N11_MASA_F,MAJ20_Cascade_DEPRECIATION_F,MIN0910,1462 ISIT BSS Production Sytems (PS),CA_407_PL_CAD,,GL_Accrual_Auto_Reversal,10,Precision Parts Corp,GBP,MXN,563024.34,827.43,0,759.69,0,02/12/2025,06/30/2025,10/13/2025
JKKWM ZOA INC,IN,Maestro,Training,AP,Apex Innovations Ltd,6808000,MTC,14640A,7950,723,N88_CESSIONS_DORD,MAJ04_Salary_Labor_F,MIN0430,1460 ISIT BSS Methods & Sales (MS),,Payables,GL_Adjustment,33,Superior Quality Goods,MXN,BRL,11177.38,662.67,0,257.64,0,04/29/2024,05/13/2025,06/20/2025
DXIOT MKG INC,MQ,NET,Depreciation,PA,Quantum Dynamics Group,6417707,GRU,96500N,7950,0,N91_MASA_F,MAJ09_General_Overhead_F,MIN0960,9815 Expenses to be reinvoiced or reallocated,BR_414_PL_BRL,MassAllocation,Addition,14,Progressive Technologies,MXN,CAD,32864.13,821.89,0,43.94,0,03/21/2025,08/19/2025,09/12/2025
WCVPC ULK INC,BSS,NET,Other expenses,AP,Quantum Dynamics Group,6116000,RES,96501B,7956,407,N93_ENERGY_V,MAJ20_Cascade_ENERGY_V,MIN0930,1448 ISIT Infra Transverse operations (GOM),BR_414_PL_BRL,MICH_EPW_GLJRNLINTF,Reclass,19,Strategic Industries Inc,USD,BRL,145193.31,879.15,0,922.09,0,07/04/2023,07/02/2025,07/12/2025
DILCP RTV INC,IN,RD,Telecom Voice,PO,Apex Innovations Ltd,6132000,PP1,14562Z,7950,567,N97_FE_F,MAJ21_Allocation_DORD,MIN2005,1458 ISIT BSS Entreprises Services (ES),MX_839_PL_USD,Assets,GL_Tax,10,Global Resources Ltd,EUR,USD,165918.94,374.58,0,537.48,0,02/20/2025,04/20/2025,05/26/2025
HEHIR TXM INC,BSS,Group EC,Purchases,INV,Nexus Enterprise Holdings,6150000,CGR,14400C,7950,589,N11_MASA_F,MAJ08_Industrial_Supplies_V,MIN0415,1462 ISIT BSS Production Sytems (PS),MX_589_PL_MXN,Projects,Depreciation,25,Strategic Industries Inc,MXN,CAD,176388.88,328.57,0,129.43,0,03/24/2024,10/13/2025,10/14/2025
WCHIK HWO INC,DIR,NET,Maintenance & Rental,PA,Meridian Solutions Corp,6447201,MTC,14320J,7956,0,N23_FE_TRAVEL_F,MAJ04_Salary_Labor_F,MIN0940,1448 ISIT Infra Transverse operations (GOM),BR_414_PL_BRL,Recurring,GL_Payroll,29,Certified Distribution Corp,GBP,CAD,946918.61,366.35,0,16.21,0,07/01/2024,10/12/2024,04/06/2025
UBFRQ BSX INC,MQ,OPEN,Maintenance & Rental,PA,TechnoGlobal Industries,9840205,MXA,14360A,7950,407,N87_FE_F,MAJ04_Salary_Labor_F,MIN1630,1466 ISIT BSS Supply Chain (SC),CA_407_PL_CAD,Projects,Labor Cost,15,Leading Edge Technologies,MXN,CAD,793392.99,226.4,0,153.1,0,05/20/2025,09/09/2025,10/18/2025
LZFYL GOA INC,IN,D1 DAP,Telecom Data,AP,Meridian Solutions Corp,6438000,MXA,14700A,7950,200,N22_FE_F,MAJ15_Depreciation_F,MIN0810,1432 ISIT Region Direction,CA_407_PL_CAD,,GL_Intercompany,35,Modern Equipment Corp,EUR,CAD,864975.25,563.78,0,826.11,0,09/25/2025,10/16/2025,10/18/2025
CILSE RMV INC,DIR,GOSM,Salaries,AP,Apex Innovations Ltd,6469200,DDD,14440A,7956,409,N81_MASA_F,MAJ20_Cascade_ENERGY_V,MIN2071,1468 ISIT BSS Management,,Manual,Inventory,29,Universal Supply Chain,GBP,USD,535824.84,551.79,0,139.72,0,04/15/2025,11/01/2025,11/01/2025
TJDAJ OBI INC,BSS,DEV,Capitalized production (PRIM),AP,Meridian Solutions Corp,6135700,CGR,14320F,7956,200,N10_MASA_V,MAJ03_Temporary_Other_Labor_V,MIN0520,9815 Expenses to be reinvoiced or reallocated,MX_839_PL_USD,Projects,GL_Intercompany,8,Prime Logistics Partners,EUR,MXN,903667.68,395.91,0,235.08,0,11/19/2024,01/05/2025,09/05/2025
LZFYL GOA INC,BSS,Group ES,Maintenance & Rental,INV,Apex Innovations Ltd,6076700,RIO,96501B,7956,796,N94_ENERGY_F,MAJ20_Allocation_MASA_F,MIN0910,1466 ISIT BSS Supply Chain (SC),BR_414_PL_BRL,MICH_CAW_GLJRNLINTF,REC,7,First Class Manufacturing,BRL,USD,601738.39,963.82,0,651.1,0,07/22/2025,09/01/2025,09/06/2025
ODSQK XHJ INC,MQ,ACC,Capitalized production (PRIM),PO,Meridian Solutions Corp,6311100,MTC,14360A,7956,409,N81_MASA_F,MAJ03_Temporary_Other_Labor_V,MIN0521,1434 ISIT Method & Quality,MX_839_PL_USD,MassAllocation,Labor Cost,44,Modern Solutions LLC,GBP,MXN,475173.59,280.45,0,684.08,0,10/12/2023,09/17/2025,10/09/2025
NSAIV UBH INC,DIR,Group ES,Maintenance & Rental,PO,Nexus Enterprise Holdings,6448715,CGR,14620A,7956,0,N21_FE_V,MAJ20_Allocation_MASA_F,MIN0965,1466 ISIT BSS Supply Chain (SC),MX_839_PL_USD,Payables,REC,40,Integrated Manufacturing,GBP,USD,636301.13,919.35,0,221.13,0,05/21/2025,06/01/2025,10/17/2025
JKDRP YDO INC,DIR,MQ,Travels,INV,Nexus Enterprise Holdings,6135700,RES,14480B,7950,723,N88_CESSIONS_DORD,MAJ09_General_Overhead_V,MIN0710,1456 ISIT Charge back central,,Receivables,Adjustment,34,Reliable Suppliers Group,GBP,MXN,858139.95,795.64,0,844.44,0,05/22/2025,07/07/2025,08/10/2025
LXZUG ARL INC,DIR,ES,Salaries,GL,Quantum Dynamics Group,6211000,PPC,14560B,7950,200,N99_DEPRECIATION_F,MAJ09_General_Overhead_F,MIN0320,1466 ISIT BSS Supply Chain (SC),MX_839_PL_MXN,MICH_EPW_GLJRNLINTF,GL_Supplier,41,Excellence Products Co,USD,USD,739615.37,199.99,0,597.93,0,08/26/2023,08/30/2025,09/12/2025
HEJPJ TMY INC,DIR,Group EC,Other expenses,PA,Nexus Enterprise Holdings,6872100,PP1,14360A,7950,589,N24_FE_MISC_INCOME_F,MAJ05_Maintenance_F,MIN0956,1448 ISIT Infra Transverse operations (GOM),,MICH_EPW_GLJRNLINTF,Receiving,31,Leading Products Corp,USD,CAD,483953.85,96.35,0,939.93,0,05/05/2024,07/21/2024,10/31/2024
EZGWN KMI INC,IN,Infra - Projects,Purchases,PO,Meridian Solutions Corp,6418706,DDD,14580A,7950,200,N70_DEPRECIATION_F,MAJ09_General_Overhead_F,MIN0970,1456 ISIT Charge back central,CA_407_PL_CAD,MICH_EPW_GLJRNLINTF,REC,1,Global Resources Ltd,CAD,MXN,760274.66,55.57,0,796.74,0,09/13/2024,08/13/2025,08/22/2025
CKFQC ONI INC,IN,AFFILIATE,Internal,INV,Quantum Dynamics Group,9860291,LAV,14600B,7950,723,N81_MASA_F,MAJ20_Cascade_ENERGY_F,MIN1110,1468 ISIT BSS Management,US_415_PL_USD,Assets,GL_AutoPrepa,23,Precision Services Co,CAD,USD,403145.23,900.09,0,725.77,0,06/08/2023,11/19/2024,10/26/2025
QHMUA NKR INC,IN,Security,Internal,PO,TechnoGlobal Industries,6467100,RIO,14661C,7950,407,N30_ENERGY_V,MAJ06_Utilities_Energy_V,MIN0845,9815 Expenses to be reinvoiced or reallocated,MX_839_PL_MXN,MassAllocation,Labor Cost,36,Premier Manufacturing Co,USD,CAD,304862.51,156.25,0,756.3,0,04/19/2025,06/05/2025,09/08/2025
QIUHI TRB INC,MQ,IN DIR,Maintenance & Rental,GL,Quantum Dynamics Group,6733000,LAV,14580B,7950,409,N91_MASA_F,MAJ02_Prod_Maint_Wages_V,MIN0415,1464 ISIT BSS Research & development (RD),US_415_PL_USD,Projects,GL_Allocation_Auto_Revers,6,Premier Logistics Co,BRL,MXN,617866.46,942.45,0,860.37,0,06/15/2023,09/19/2023,05/10/2025
LJMDM RSH INC,BSS,AFFILIATE,Invoices sent,INV,Apex Innovations Ltd,6448706,CGR,14640A,7956,407,N23_FE_TRAVEL_F,MAJ10_Advertising_F,MIN2043,1432 ISIT Region Direction,,Receivables,Reclass,28,Precision Parts Corp,BRL,USD,750437.56,392.48,0,542.19,0,11/08/2023,04/09/2024,06/09/2024
AYEAK KJF INC,IN,GOSM,Other expenses,PO,Nexus Enterprise Holdings,6448100,RIO,14660A,7950,0,N88_CESSIONS_DORD,MAJ20_Cascade_ENERGY_F,MIN0920,1458 ISIT BSS Entreprises Services (ES),MX_839_PL_USD,,Debit Memos,24,Reliable Manufacturing Group,USD,BRL,715390.79,262.78,0,354.02,0,11/22/2024,09/01/2025,10/17/2025
LXBWB AOB INC,MQ,MASS ALLOC,Telecom Data,GL,Apex Innovations Ltd,6418708,CGR,14320J,7950,0,N99_DEPRECIATION_F,MAJ20_Cascade_FE_F,MIN2062,1434 ISIT Method & Quality,US_415_PL_USD,Projects,REC,46,Innovation Industries Corp,GBP,USD,757192.47,106.42,0,692.34,0,07/22/2025,09/16/2025,10/30/2025
RLVOY KBH INC,MQ,QPO,Internal,INV,TechnoGlobal Industries,6183000,DDD,14661C,7956,200,N99_DEPRECIATION_F,MAJ09_General_Overhead_V,MIN0511,1436 ISIT Infra Service Line EUX (End User Experience),MX_839_PL_USD,,Usage Cost,50,Precision Parts Corp,CAD,BRL,-2454.74,312.26,0,723.95,0,04/15/2024,12/16/2024,03/11/2025
EWJKZ GGW INC,DIR,OPEN,Maintenance & Rental,INV,Quantum Dynamics Group,6230000,PPC,14340A,7950,589,N11_MASA_F,MAJ21_Allocation_DORD,MIN0510,1468 ISIT BSS Management,MX_589_PL_MXN,Manual,Depreciation,44,Quality First Industries,CAD,CAD,403826.73,863.72,0,7.16,0,01/11/2024,09/26/2025,10/23/2025
FBTIF RBQ INC,IN,QPO,Maintenance & Rental,PA,Meridian Solutions Corp,6447105,MTC,14320G,7950,200,N21_FE_V,MAJ10_Advertising_F,MIN0917,1468 ISIT BSS Management,CA_407_PL_CAD,Cost Management,Usage Cost,6,Superior Technologies Inc,BRL,BRL,555538.53,198.73,0,754.6,0,08/11/2023,03/19/2025,10/25/2025
RHOSP VPN INC,MQ,OPEN,Internal,GL,Apex Innovations Ltd,6076000,LAV,14440A,7950,511,N24_FE_MISC_INCOME_F,MAJ11_Income,MIN0970,1458 ISIT BSS Entreprises Services (ES),,Cost Management,GL_Intercompany,15,Optimal Distribution Co,CAD,USD,615127.85,351.72,0,444.69,0,07/13/2025,07/15/2025,08/28/2025
IWWRG GWM INC,MQ,OPEN,Internal,INV,Meridian Solutions Corp,6251000,MTC,14400C,7956,723,N11_MASA_F,MAJ09_General_Overhead_F,MIN1620,9650 Other operational expenses & revenues,MX_839_PL_MXN,Recurring,GL_Intercompany_Reversal,43,Superior Technologies Inc,EUR,USD,783229.61,656.11,0,110.56,0,05/14/2024,08/21/2024,05/17/2025
FCRRN NXG INC,MQ,EC,Taxes,PO,Apex Innovations Ltd,6811000,MTC,96500N,7956,589,N99_DEPRECIATION_F,MAJ09_Travel_F,MIN2071,1434 ISIT Method & Quality,BR_414_PL_BRL,Manual,Depreciation,31,Excellence Manufacturing,USD,MXN,587710.98,513.28,0,839.25,0,07/15/2025,09/17/2025,10/06/2025
BHXWC FQH INC,DIR,DEV,External Resources,PO,Meridian Solutions Corp,6447702,PPC,14440A,7956,796,N81_MASA_F,MAJ20_Cascade_MASA_F,MIN0956,9828 Other operational expenses & revenue non allocated,BR_414_PL_BRL,Cost Management,Labor Cost,34,Prime Logistics Partners,CAD,BRL,878508.37,630.44,0,23.67,0,06/24/2024,03/21/2025,05/30/2025
LXZUG ARL INC,MQ,MF,Capitalized production (PRIM),GL,Apex Innovations Ltd,6050000,RES,14680B,7956,567,N70_DEPRECIATION_F,MAJ20_Allocation_FE_F,MIN0830,1460 ISIT BSS Methods & Sales (MS),,MICH_CAW_GLJRNLINTF,Purchase Invoices,11,Precision Services Co,USD,CAD,937795.35,209.35,0,245.41,0,05/23/2024,08/26/2024,07/25/2025
TEHIO WDB INC,DIR,OPEN,Telecom Voice,GL,Apex Innovations Ltd,6042000,DDD,96501C,7956,0,N94_ENERGY_F,MAJ20_Cascade_ENERGY_F,MIN0955,9815 Expenses to be reinvoiced or reallocated,MX_839_PL_USD,MICH_CAW_GLJRNLINTF,CIP Adjustment,4,Elite Distribution Corp,USD,BRL,408001.74,428.83,0,890.94,0,06/01/2025,08/11/2025,09/09/2025
PXDVD SUV INC,IN,Group ES,Travels,PO,Apex Innovations Ltd,6448703,MAN,96501C,7956,0,N24_FE_MISC_INCOME_F,MAJ08_Industrial_Supplies_V,MIN2043,1466 ISIT BSS Supply Chain (SC),US_415_PL_USD,Payables,Interface,15,Professional Services Corp,CAD,USD,206253.94,371.66,0,568.03,0,09/14/2023,07/06/2025,10/08/2025
WWIQQ UQU INC,IN,NET,Purchases,GL,Quantum Dynamics Group,6438100,PPC,14320H,7956,723,N97_FE_F,MAJ09_Travel_F,MIN0920,1448 ISIT Infra Transverse operations (GOM),US_415_PL_USD,MICH_EPW_GLJRNLINTF,GL_AutoPrepa,13,Standard Industries Inc,USD,MXN,22438.85,555.69,0,707.56,0,04/11/2025,07/29/2025,09/12/2025
VTXBP GUD INC,MQ,NET,External Resources,AP,Apex Innovations Ltd,6475100,MXA,14440A,7950,589,N87_FE_F,MAJ20_Cascade_ENERGY_V,MIN0320,1448 ISIT Infra Transverse operations (GOM),MX_839_PL_USD,Projects,GL_AutoPrepa,3,Quality First Industries,GBP,MXN,314236.68,260.02,0,105.9,0,04/13/2025,05/18/2025,08/05/2025
AYEAK KJF INC,MQ,NET,External Resources,INV,TechnoGlobal Industries,6240005,MXA,14480B,7950,415,N94_ENERGY_F,MAJ09_Travel_F,MIN0435,1440 ISIT Infra Data centre & applications platforms (DAP),CA_407_PL_CAD,Payables,Sales Invoices,45,Prime Components Group,USD,BRL,30780.89,347.05,0,183.2,0,07/10/2024,11/08/2024,10/27/2025
DFXJV GME INC,BSS,OPEN,Taxes,GL,TechnoGlobal Industries,6448713,DDD,96501B,7950,567,N87_FE_F,MAJ08_Industrial_Supplies_V,MIN0710,1470 ISIT BSS IS Region managers (ISRM),US_415_PL_USD,Recurring,Debit Memos,7,Precision Parts Corp,GBP,USD,556064.08,244.45,0,436.08,0,01/27/2023,06/17/2023,10/21/2024
GHEZN YTO INC,BSS,IN DIR,Invoices sent,INV,Meridian Solutions Corp,6240045,MTC,14320F,7950,409,N81_MASA_F,MAJ05_Maintenance_F,MIN0918,1432 ISIT Region Direction,MX_589_PL_MXN,Spreadsheet,GL_Financial_AutoReversal,36,Advanced Systems Group,CAD,CAD,435804.58,0.14,0,525.74,0,05/05/2025,10/06/2025,10/19/2025
WAIPN YYX INC,IN,RD,Internal,PA,Apex Innovations Ltd,6136700,MXA,14580B,7956,796,N81_MASA_F,MAJ20_Allocation_MASA_F,MIN2076,1470 ISIT BSS IS Region managers (ISRM),MX_839_PL_MXN,Projects,Freight,49,Professional Resources Ltd,EUR,USD,985690.08,284.84,0,555.67,0,08/10/2023,04/19/2025,07/24/2025
QOGNY YSG INC,DIR,EUX,Maintenance & Rental,INV,Apex Innovations Ltd,6042000,GRU,14680B,7956,407,N81_MASA_F,MAJ16_FA_Disposal,MIN0840,1466 ISIT BSS Supply Chain (SC),CA_407_PL_CAD,MICH_EPW_GLJRNLINTF,GL_Equity,28,Progressive Manufacturing,EUR,CAD,969262.22,895.61,0,880.19,0,11/18/2024,02/20/2025,07/26/2025
NJPWT RGP INC,IN,ES,Depreciation,INV,Nexus Enterprise Holdings,6250200,PP1,14562Z,7950,407,N11_MASA_F,MAJ05_Maintenance_V,MIN0415,1448 ISIT Infra Transverse operations (GOM),US_415_PL_USD,MICH_CAW_GLJRNLINTF,GL_Allocation,20,Excellence Manufacturing,GBP,CAD,476756.82,15.52,0,319.18,0,07/15/2025,08/29/2025,10/15/2025
