Rgpt New Report,Detail,Supplier,Rgpt 2,Rgpt EURSI,Zone,Fcst 24 tx 24,Fcst 25 tx 25,fcst 26x forecast taux 25,company,Domain,DOMAIN,SL,Sourcing DB currency,Company currency,Dashboard currency Use,Generic suContracts,Reference Name of t Contract,Domain
NA,BS,0,2,5,APAC,22.475,21.551,4.321,415 - ABC,OPS,BS,,BRL,EUR,EUR,BSS-Sawl SA-MS3C-20130509,415 - ABC BSS-Sawl,BS
NA,BS,5,0,2,AMERICAS,70.893,81.166,60.939,415 - ABC,OPS,BS,,EUR,EUR,EUR,BSS-Senio SA-MS3C-20230323,415 - ABC BSS-Senio,BS
OK,BS,4,5,4,EMEA,15.967,17.97,95.991,414 - SML,OPS,BS,,USD,BRL,EUR,BSS-Other SA-MS3C-20100618,414 - SML BSS-Other,BS
NA,NA,0,1,4,EMEA,61.641,3.637,42.307,414 - SML,OPS,BS,,USD,BRL,EUR,BSS-Taxes SA-MS3C-20131018,414 - SML BSS-Taxes,BS
NA,XX,1,5,5,APAC,50.715,35.901,32.69,414 - SML,FIN,BS,,USD,BRL,USD,BSS-Sawl SA-MS3C-20221219,414 - SML BSS-Sawl,BS
NA,XX,5,2,0,AMERICAS,5.418,71.077,29.611,415 - ABC,FIN,BS,,BRL,USD,EUR,BSS-Taxes SA-MS3C-20140811,415 - ABC BSS-Taxes,BS
OK,NA,2,5,3,AMERICAS,8.179,36.727,23.882,416 - XYZ,OPS,BS,,EUR,USD,USD,BSS-Train SA-MS3C-20080803,416 - XYZ BSS-Train,BS
OK,XX,0,3,0,EMEA,67.264,43.344,68.766,414 - SML,ASSI,BS,,EUR,EUR,EUR,BSS-Taxes SA-MS3C-20180614,414 - SML BSS-Taxes,BS
OK,XX,2,0,5,AMERICAS,69.961,47.103,98.084,415 - ABC,FIN,BS,,EUR,EUR,EUR,BSS-Taxes SA-MS3C-20050120,415 - ABC BSS-Taxes,BS
OK,BS,4,3,5,EMEA,19.637,38.894,64.551,414 - SML,OPS,BS,,EUR,USD,EUR,BSS-Other SA-MS3C-20141203,414 - SML BSS-Other,BS
NA,NA,5,3,4,APAC,86.386,34.6,93.339,415 - ABC,OPS,BS,,USD,EUR,EUR,BSS-Sawl SA-MS3C-20250622,415 - ABC BSS-Sawl,BS
NA,BS,4,0,2,AMERICAS,15.226,94.767,4.756,414 - SML,FIN,BS,,BRL,USD,EUR,BSS-Config SA-MS3C-20100222,414 - SML BSS-Config,BS
NA,XX,4,1,5,APAC,34.377,78.919,49.881,416 - XYZ,OPS,BS,,USD,USD,EUR,BSS-Senio SA-MS3C-20200524,416 - XYZ BSS-Senio,BS
NA,BS,4,0,3,APAC,18.66,16.067,3.665,415 - ABC,ASSI,BS,,BRL,BRL,USD,BSS-Taxes SA-MS3C-20180219,415 - ABC BSS-Taxes,BS
NA,XX,0,1,5,AMERICAS,52.772,82.309,28.04,414 - SML,ASSI,BS,,USD,BRL,USD,BSS-Sawl SA-MS3C-20070525,414 - SML BSS-Sawl,BS
NA,BS,4,1,5,APAC,45.34,78.828,30.134,415 - ABC,ASSI,BS,,USD,USD,USD,BSS-Taxes SA-MS3C-20220807,415 - ABC BSS-Taxes,BS
NA,BS,5,5,1,EMEA,42.054,94.763,48.768,415 - ABC,OPS,BS,,BRL,USD,EUR,BSS-Train SA-MS3C-20220517,415 - ABC BSS-Train,BS
NA,NA,2,4,3,AMERICAS,72.499,36.52,18.493,416 - XYZ,OPS,BS,,BRL,EUR,USD,BSS-Taxes SA-MS3C-20130921,416 - XYZ BSS-Taxes,BS
NA,BS,4,5,4,APAC,43.064,######,36.061,416 - XYZ,ASSI,BS,,EUR,USD,USD,BSS-Travel SA-MS3C-20210321,416 - XYZ BSS-Travel,BS
OK,BS,1,0,2,EMEA,45.688,23.385,84.073,414 - SML,ASSI,BS,,EUR,BRL,EUR,BSS-Thom SA-MS3C-20201221,414 - SML BSS-Thom,BS
OK,NA,2,2,5,APAC,######,38.352,88.898,415 - ABC,OPS,BS,,USD,EUR,EUR,BSS-Config SA-MS3C-20140918,415 - ABC BSS-Config,BS
NA,BS,0,2,5,EMEA,51.468,21.98,40.079,414 - SML,FIN,BS,,BRL,EUR,EUR,BSS-Config SA-MS3C-20110404,414 - SML BSS-Config,BS
NA,XX,4,3,0,APAC,27.024,99.092,75.38,415 - ABC,FIN,BS,,BRL,USD,EUR,BSS-Train SA-MS3C-20160705,415 - ABC BSS-Train,BS
NA,NA,0,2,4,AMERICAS,36.612,2.793,37.888,415 - ABC,OPS,BS,,EUR,BRL,EUR,BSS-Train SA-MS3C-20080515,415 - ABC BSS-Train,BS
OK,NA,3,2,3,AMERICAS,21.045,53.41,31.43,416 - XYZ,FIN,BS,,USD,BRL,EUR,BSS-Sawl SA-MS3C-20240312,416 - XYZ BSS-Sawl,BS
NA,XX,0,3,5,AMERICAS,22.655,43.308,82.272,414 - SML,FIN,BS,,BRL,EUR,EUR,BSS-Thom SA-MS3C-20140310,414 - SML BSS-Thom,BS
NA,XX,4,3,1,EMEA,29.518,38.417,67.485,416 - XYZ,FIN,BS,,BRL,EUR,EUR,BSS-Other SA-MS3C-20080602,416 - XYZ BSS-Other,BS
OK,NA,5,0,3,AMERICAS,72.427,96.02,49.971,415 - ABC,OPS,BS,,EUR,EUR,USD,BSS-Taxes SA-MS3C-20050124,415 - ABC BSS-Taxes,BS
NA,NA,4,3,5,AMERICAS,72.309,93.496,61.297,414 - SML,ASSI,BS,,USD,BRL,EUR,BSS-Sawl SA-MS3C-20120914,414 - SML BSS-Sawl,BS
NA,BS,1,1,3,AMERICAS,81.552,9.968,72.18,415 - ABC,FIN,BS,,USD,BRL,USD,BSS-Travel SA-MS3C-20120918,415 - ABC BSS-Travel,BS
NA,NA,0,2,3,EMEA,29.733,6.624,22.501,414 - SML,ASSI,BS,,EUR,USD,USD,BSS-Other SA-MS3C-20151113,414 - SML BSS-Other,BS
NA,NA,0,3,2,AMERICAS,41.951,87.052,91.824,415 - ABC,FIN,BS,,USD,USD,EUR,BSS-Config SA-MS3C-20090718,415 - ABC BSS-Config,BS
NA,BS,2,5,5,AMERICAS,83.477,84.128,82.068,415 - ABC,OPS,BS,,USD,USD,USD,BSS-Config SA-MS3C-20150128,415 - ABC BSS-Config,BS
OK,XX,0,3,1,AMERICAS,61.58,96.916,2.779,416 - XYZ,FIN,BS,,USD,BRL,EUR,BSS-Travel SA-MS3C-20191028,416 - XYZ BSS-Travel,BS
NA,NA,1,5,4,APAC,12.316,52.601,15.744,416 - XYZ,OPS,BS,,EUR,USD,EUR,BSS-Sawl SA-MS3C-20231007,416 - XYZ BSS-Sawl,BS
NA,NA,5,0,4,APAC,31.679,86.152,29.766,416 - XYZ,ASSI,BS,,USD,BRL,EUR,BSS-Config SA-MS3C-20210214,416 - XYZ BSS-Config,BS
NA,XX,0,5,4,AMERICAS,71.157,92.524,46.279,416 - XYZ,ASSI,BS,,BRL,EUR,EUR,BSS-Thom SA-MS3C-20160719,416 - XYZ BSS-Thom,BS
NA,NA,5,3,4,EMEA,4.614,52.9,97.193,416 - XYZ,OPS,BS,,EUR,BRL,USD,BSS-Sawl SA-MS3C-20231005,416 - XYZ BSS-Sawl,BS
NA,XX,3,0,4,EMEA,77.984,93.554,29.398,415 - ABC,FIN,BS,,EUR,EUR,USD,BSS-Other SA-MS3C-20240102,415 - ABC BSS-Other,BS
OK,BS,5,3,1,EMEA,22.327,43.919,49.852,415 - ABC,FIN,BS,,EUR,BRL,EUR,BSS-Train SA-MS3C-20190407,415 - ABC BSS-Train,BS
OK,XX,4,2,2,APAC,82.567,81.871,45.606,416 - XYZ,OPS,BS,,EUR,USD,EUR,BSS-Train SA-MS3C-20180304,416 - XYZ BSS-Train,BS
NA,NA,3,1,0,AMERICAS,######,28.2,8.523,416 - XYZ,ASSI,BS,,USD,EUR,EUR,BSS-Taxes SA-MS3C-20060309,416 - XYZ BSS-Taxes,BS
NA,NA,5,1,2,EMEA,69.229,7.409,36.767,414 - SML,ASSI,BS,,BRL,BRL,USD,BSS-Taxes SA-MS3C-20221022,414 - SML BSS-Taxes,BS
OK,XX,1,4,1,EMEA,16.549,82.266,27.031,416 - XYZ,ASSI,BS,,BRL,BRL,USD,BSS-Travel SA-MS3C-20100807,416 - XYZ BSS-Travel,BS
NA,BS,3,5,5,EMEA,55.612,88.645,86.442,416 - XYZ,ASSI,BS,,EUR,EUR,USD,BSS-Config SA-MS3C-20100928,416 - XYZ BSS-Config,BS
OK,BS,2,3,0,APAC,74.793,30.1,######,416 - XYZ,OPS,BS,,USD,BRL,EUR,BSS-Taxes SA-MS3C-20240221,416 - XYZ BSS-Taxes,BS
OK,NA,4,5,4,APAC,49.262,96.401,30.952,415 - ABC,OPS,BS,,BRL,USD,USD,BSS-Travel SA-MS3C-20221021,415 - ABC BSS-Travel,BS
NA,XX,4,5,0,AMERICAS,7.7,60.861,66.231,415 - ABC,OPS,BS,,BRL,BRL,EUR,BSS-Train SA-MS3C-20160107,415 - ABC BSS-Train,BS
NA,XX,1,2,5,APAC,46.446,59.689,8.519,414 - SML,OPS,BS,,USD,USD,EUR,BSS-Travel SA-MS3C-20240313,414 - SML BSS-Travel,BS
OK,XX,5,1,3,APAC,51.046,40.048,86.487,414 - SML,FIN,BS,,EUR,BRL,USD,BSS-Sawl SA-MS3C-20120424,414 - SML BSS-Sawl,BS
OK,XX,4,5,1,AMERICAS,88.752,29.496,70.442,414 - SML,FIN,BS,,BRL,EUR,EUR,BSS-Thom SA-MS3C-20190102,414 - SML BSS-Thom,BS
NA,BS,3,1,2,AMERICAS,25.672,67.085,82.417,414 - SML,FIN,BS,,BRL,EUR,USD,BSS-Train SA-MS3C-20230621,414 - SML BSS-Train,BS
NA,BS,4,0,3,EMEA,58.938,23.771,23.756,415 - ABC,OPS,BS,,EUR,USD,EUR,BSS-Sawl SA-MS3C-20190613,415 - ABC BSS-Sawl,BS
NA,XX,1,1,0,APAC,56.687,18.509,63.122,416 - XYZ,FIN,BS,,BRL,USD,USD,BSS-Travel SA-MS3C-20140803,416 - XYZ BSS-Travel,BS
OK,XX,1,0,2,AMERICAS,58.239,24.298,83.05,416 - XYZ,OPS,BS,,EUR,EUR,EUR,BSS-Sawl SA-MS3C-20081003,416 - XYZ BSS-Sawl,BS
NA,XX,4,0,4,AMERICAS,6.477,23.897,82.118,416 - XYZ,OPS,BS,,USD,BRL,USD,BSS-Thom SA-MS3C-20121026,416 - XYZ BSS-Thom,BS
OK,BS,2,0,0,EMEA,80.295,2.94,10.413,415 - ABC,ASSI,BS,,EUR,BRL,EUR,BSS-Senio SA-MS3C-20250225,415 - ABC BSS-Senio,BS
OK,BS,0,5,0,AMERICAS,68.688,93.296,74.874,415 - ABC,FIN,BS,,USD,EUR,EUR,BSS-Sawl SA-MS3C-20111218,415 - ABC BSS-Sawl,BS
OK,BS,5,3,4,APAC,99.997,33.944,94.034,416 - XYZ,OPS,BS,,EUR,USD,EUR,BSS-Sawl SA-MS3C-20111207,416 - XYZ BSS-Sawl,BS
OK,BS,2,4,5,APAC,31.667,45.977,93.727,414 - SML,FIN,BS,,EUR,BRL,EUR,BSS-Senio SA-MS3C-20190114,414 - SML BSS-Senio,BS
OK,BS,5,0,5,EMEA,67.747,25.807,81.615,414 - SML,OPS,BS,,USD,EUR,EUR,BSS-Train SA-MS3C-20210128,414 - SML BSS-Train,BS
NA,BS,3,3,1,EMEA,53.943,94.08,53.522,415 - ABC,ASSI,BS,,BRL,EUR,USD,BSS-Senio SA-MS3C-20100318,415 - ABC BSS-Senio,BS
NA,XX,5,5,3,EMEA,64.32,70.67,64.119,416 - XYZ,OPS,BS,,USD,BRL,EUR,BSS-Thom SA-MS3C-20250320,416 - XYZ BSS-Thom,BS
NA,NA,1,5,3,AMERICAS,2.502,69.597,62.382,414 - SML,ASSI,BS,,EUR,USD,USD,BSS-Sawl SA-MS3C-20080127,414 - SML BSS-Sawl,BS
OK,XX,4,5,5,APAC,38.129,5.146,90.565,414 - SML,OPS,BS,,BRL,USD,EUR,BSS-Sawl SA-MS3C-20251110,414 - SML BSS-Sawl,BS
OK,BS,4,0,4,APAC,38.198,72.733,74.772,416 - XYZ,ASSI,BS,,EUR,EUR,EUR,BSS-Config SA-MS3C-20081113,416 - XYZ BSS-Config,BS
NA,BS,1,2,3,AMERICAS,14.269,18.906,89.505,414 - SML,OPS,BS,,USD,BRL,EUR,BSS-Other SA-MS3C-20191106,414 - SML BSS-Other,BS
OK,XX,4,1,1,EMEA,56.215,36.633,52.195,414 - SML,FIN,BS,,EUR,EUR,EUR,BSS-Taxes SA-MS3C-20101227,414 - SML BSS-Taxes,BS
NA,XX,1,3,2,AMERICAS,18.323,89.083,18.948,414 - SML,FIN,BS,,BRL,EUR,USD,BSS-Thom SA-MS3C-20120918,414 - SML BSS-Thom,BS
OK,XX,2,4,0,APAC,47.938,11.481,93.666,416 - XYZ,ASSI,BS,,USD,BRL,EUR,BSS-Other SA-MS3C-20120725,416 - XYZ BSS-Other,BS
NA,XX,0,0,0,EMEA,37.741,94.2,53.22,415 - ABC,FIN,BS,,BRL,BRL,EUR,BSS-Taxes SA-MS3C-20050627,415 - ABC BSS-Taxes,BS
OK,XX,3,5,3,AMERICAS,13.753,75.196,32.02,414 - SML,OPS,BS,,EUR,USD,EUR,BSS-Senio SA-MS3C-20240714,414 - SML BSS-Senio,BS
NA,BS,3,4,5,APAC,54.638,42.456,46.1,414 - SML,ASSI,BS,,USD,USD,EUR,BSS-Thom SA-MS3C-20080821,414 - SML BSS-Thom,BS
NA,BS,1,4,1,EMEA,84.879,32.827,6.134,414 - SML,OPS,BS,,BRL,USD,USD,BSS-Senio SA-MS3C-20081103,414 - SML BSS-Senio,BS
NA,BS,5,1,0,EMEA,32.873,33.214,98.673,416 - XYZ,OPS,BS,,EUR,USD,EUR,BSS-Sawl SA-MS3C-20110126,416 - XYZ BSS-Sawl,BS
OK,XX,4,4,2,APAC,3.1,43.056,22.727,415 - ABC,ASSI,BS,,USD,BRL,USD,BSS-Sawl SA-MS3C-20200814,415 - ABC BSS-Sawl,BS
NA,NA,1,0,4,EMEA,96.519,17.114,3.003,416 - XYZ,FIN,BS,,EUR,USD,USD,BSS-Sawl SA-MS3C-20230507,416 - XYZ BSS-Sawl,BS
NA,XX,3,5,4,EMEA,81.873,97.908,13.369,416 - XYZ,ASSI,BS,,BRL,USD,USD,BSS-Taxes SA-MS3C-20210319,416 - XYZ BSS-Taxes,BS
OK,BS,1,1,4,EMEA,40.518,48.28,19.38,414 - SML,OPS,BS,,USD,EUR,EUR,BSS-Travel SA-MS3C-20171028,414 - SML BSS-Travel,BS
NA,BS,3,4,5,APAC,54.529,51.589,41.968,416 - XYZ,ASSI,BS,,USD,BRL,EUR,BSS-Travel SA-MS3C-20160323,416 - XYZ BSS-Travel,BS
OK,XX,3,4,2,AMERICAS,28.645,29.53,97.317,415 - ABC,ASSI,BS,,USD,BRL,USD,BSS-Taxes SA-MS3C-20230516,415 - ABC BSS-Taxes,BS
OK,BS,4,0,3,APAC,14.493,53.822,80.279,416 - XYZ,OPS,BS,,USD,USD,USD,BSS-Taxes SA-MS3C-20190917,416 - XYZ BSS-Taxes,BS
NA,XX,0,0,1,EMEA,89.716,78.545,78.579,414 - SML,ASSI,BS,,BRL,EUR,EUR,BSS-Thom SA-MS3C-20080715,414 - SML BSS-Thom,BS
NA,NA,0,3,2,AMERICAS,16.138,65.987,50.285,416 - XYZ,FIN,BS,,USD,EUR,EUR,BSS-Thom SA-MS3C-20151005,416 - XYZ BSS-Thom,BS
NA,NA,1,4,4,EMEA,79.132,61.025,76.978,416 - XYZ,OPS,BS,,USD,USD,EUR,BSS-Senio SA-MS3C-20191215,416 - XYZ BSS-Senio,BS
OK,NA,4,5,3,APAC,41.03,######,88.126,416 - XYZ,ASSI,BS,,EUR,USD,USD,BSS-Travel SA-MS3C-20150318,416 - XYZ BSS-Travel,BS
NA,XX,4,4,4,EMEA,79.144,46.061,44.7,416 - XYZ,ASSI,BS,,EUR,EUR,USD,BSS-Other SA-MS3C-20181201,416 - XYZ BSS-Other,BS
NA,XX,1,1,3,AMERICAS,43.761,16.419,84.708,414 - SML,OPS,BS,,USD,USD,USD,BSS-Sawl SA-MS3C-20140625,414 - SML BSS-Sawl,BS
OK,XX,4,2,1,AMERICAS,29.908,57.311,53.287,414 - SML,FIN,BS,,USD,EUR,USD,BSS-Taxes SA-MS3C-20191102,414 - SML BSS-Taxes,BS
OK,XX,4,2,1,AMERICAS,86.765,68.281,3.487,416 - XYZ,ASSI,BS,,EUR,EUR,EUR,BSS-Travel SA-MS3C-20100521,416 - XYZ BSS-Travel,BS
OK,XX,4,2,4,EMEA,60.43,78.473,49.41,414 - SML,FIN,BS,,EUR,USD,EUR,BSS-Thom SA-MS3C-20190927,414 - SML BSS-Thom,BS
NA,XX,2,3,2,EMEA,90.846,######,84.013,414 - SML,OPS,BS,,BRL,EUR,USD,BSS-Sawl SA-MS3C-20150704,414 - SML BSS-Sawl,BS
OK,BS,0,2,0,EMEA,98.344,61.815,90.369,414 - SML,ASSI,BS,,BRL,EUR,USD,BSS-Other SA-MS3C-20080402,414 - SML BSS-Other,BS
OK,BS,4,1,2,APAC,77.074,99.935,11.505,416 - XYZ,OPS,BS,,USD,BRL,USD,BSS-Thom SA-MS3C-20100106,416 - XYZ BSS-Thom,BS
OK,XX,1,3,5,APAC,87.903,91.533,51.081,414 - SML,ASSI,BS,,EUR,BRL,EUR,BSS-Thom SA-MS3C-20240618,414 - SML BSS-Thom,BS
OK,NA,2,4,5,AMERICAS,33.631,92.261,36.34,416 - XYZ,ASSI,BS,,BRL,EUR,EUR,BSS-Config SA-MS3C-20160420,416 - XYZ BSS-Config,BS
NA,NA,5,5,4,AMERICAS,14.128,62.033,82.195,416 - XYZ,FIN,BS,,USD,EUR,USD,BSS-Sawl SA-MS3C-20191217,416 - XYZ BSS-Sawl,BS
OK,NA,5,0,1,APAC,62.892,91.204,33.761,414 - SML,OPS,BS,,EUR,USD,EUR,BSS-Senio SA-MS3C-20080607,414 - SML BSS-Senio,BS
NA,BS,3,2,2,EMEA,38.449,54.463,######,416 - XYZ,OPS,BS,,USD,USD,USD,BSS-Thom SA-MS3C-20091103,416 - XYZ BSS-Thom,BS
NA,NA,4,3,5,APAC,80.461,76.839,55.914,414 - SML,FIN,BS,,USD,BRL,EUR,BSS-Train SA-MS3C-20200621,414 - SML BSS-Train,BS
NA,XX,1,4,4,APAC,37.392,79.589,51.521,415 - ABC,ASSI,BS,,BRL,USD,EUR,BSS-Other SA-MS3C-20180704,415 - ABC BSS-Other,BS
OK,BS,1,2,3,EMEA,44.981,1.41,66.182,414 - SML,FIN,BS,,BRL,EUR,EUR,BSS-Travel SA-MS3C-20101116,414 - SML BSS-Travel,BS
NA,BS,2,0,0,APAC,70.016,22.007,82.934,416 - XYZ,OPS,BS,,USD,EUR,EUR,BSS-Train SA-MS3C-20140210,416 - XYZ BSS-Train,BS
NA,XX,4,4,2,APAC,10.655,59.026,32.102,414 - SML,ASSI,BS,,USD,EUR,USD,BSS-Sawl SA-MS3C-20110618,414 - SML BSS-Sawl,BS
NA,NA,1,3,1,AMERICAS,18.995,73.01,21.816,416 - XYZ,OPS,BS,,USD,USD,EUR,BSS-Other SA-MS3C-20180428,416 - XYZ BSS-Other,BS
OK,BS,3,4,2,AMERICAS,76.596,52.06,35.828,414 - SML,OPS,BS,,BRL,USD,EUR,BSS-Thom SA-MS3C-20211116,414 - SML BSS-Thom,BS
NA,BS,1,3,4,EMEA,62.017,73.15,90.543,414 - SML,OPS,BS,,EUR,BRL,USD,BSS-Other SA-MS3C-20191120,414 - SML BSS-Other,BS
NA,XX,5,4,3,APAC,48.997,39.75,27.051,415 - ABC,ASSI,BS,,BRL,USD,USD,BSS-Taxes SA-MS3C-20250309,415 - ABC BSS-Taxes,BS
NA,XX,4,2,3,AMERICAS,14.518,12.927,43.779,415 - ABC,OPS,BS,,EUR,BRL,USD,BSS-Other SA-MS3C-20121223,415 - ABC BSS-Other,BS
OK,XX,5,4,5,APAC,75.425,41.996,56.896,416 - XYZ,OPS,BS,,USD,USD,EUR,BSS-Senio SA-MS3C-20100525,416 - XYZ BSS-Senio,BS
NA,BS,2,1,2,APAC,75.938,30.421,53.92,416 - XYZ,ASSI,BS,,USD,EUR,USD,BSS-Taxes SA-MS3C-20070507,416 - XYZ BSS-Taxes,BS
OK,XX,1,2,1,EMEA,82.785,41.116,76.819,414 - SML,FIN,BS,,USD,BRL,USD,BSS-Sawl SA-MS3C-20181217,414 - SML BSS-Sawl,BS
OK,BS,3,4,4,EMEA,94.832,15.315,85.159,414 - SML,OPS,BS,,EUR,EUR,EUR,BSS-Other SA-MS3C-20140403,414 - SML BSS-Other,BS
OK,NA,2,1,1,EMEA,31.264,36.514,48.541,414 - SML,OPS,BS,,USD,BRL,EUR,BSS-Senio SA-MS3C-20110307,414 - SML BSS-Senio,BS
NA,XX,2,5,3,EMEA,37.107,36.244,36.232,414 - SML,ASSI,BS,,BRL,EUR,EUR,BSS-Taxes SA-MS3C-20130110,414 - SML BSS-Taxes,BS
NA,NA,3,4,4,AMERICAS,14.754,15.898,27.793,415 - ABC,OPS,BS,,USD,USD,USD,BSS-Other SA-MS3C-20130825,415 - ABC BSS-Other,BS
NA,NA,4,0,2,AMERICAS,92.506,3.315,74.835,415 - ABC,ASSI,BS,,USD,BRL,EUR,BSS-Taxes SA-MS3C-20210126,415 - ABC BSS-Taxes,BS
OK,XX,3,4,4,APAC,82.392,82.507,58.417,415 - ABC,OPS,BS,,BRL,EUR,EUR,BSS-Sawl SA-MS3C-20250811,415 - ABC BSS-Sawl,BS
NA,NA,4,0,0,EMEA,6.006,63.698,55.305,414 - SML,ASSI,BS,,EUR,BRL,USD,BSS-Other SA-MS3C-20141213,414 - SML BSS-Other,BS
OK,BS,3,0,3,APAC,40.209,62.983,21.543,416 - XYZ,OPS,BS,,USD,BRL,EUR,BSS-Senio SA-MS3C-20211123,416 - XYZ BSS-Senio,BS
NA,BS,0,5,2,EMEA,79.854,96.104,92.582,415 - ABC,FIN,BS,,USD,EUR,USD,BSS-Train SA-MS3C-20111127,415 - ABC BSS-Train,BS
OK,BS,1,4,2,APAC,50.987,16.773,98.089,416 - XYZ,OPS,BS,,USD,BRL,USD,BSS-Config SA-MS3C-20181124,416 - XYZ BSS-Config,BS
OK,NA,3,3,1,APAC,3.941,32.231,99.451,415 - ABC,OPS,BS,,BRL,EUR,USD,BSS-Other SA-MS3C-20060302,415 - ABC BSS-Other,BS
NA,NA,3,5,5,EMEA,######,17.614,1.712,414 - SML,OPS,BS,,EUR,BRL,EUR,BSS-Thom SA-MS3C-20231014,414 - SML BSS-Thom,BS
NA,BS,4,0,5,AMERICAS,27.397,18.662,21.666,414 - SML,ASSI,BS,,USD,EUR,USD,BSS-Thom SA-MS3C-20250204,414 - SML BSS-Thom,BS
NA,NA,4,5,0,EMEA,86.031,89.888,92.546,416 - XYZ,OPS,BS,,EUR,EUR,EUR,BSS-Other SA-MS3C-20080218,416 - XYZ BSS-Other,BS
OK,BS,5,3,1,EMEA,32.979,43.354,84.357,414 - SML,OPS,BS,,EUR,USD,EUR,BSS-Senio SA-MS3C-20190224,414 - SML BSS-Senio,BS
NA,XX,2,4,1,APAC,25.551,34.358,25.099,414 - SML,ASSI,BS,,USD,BRL,EUR,BSS-Other SA-MS3C-20180814,414 - SML BSS-Other,BS
NA,NA,3,0,1,APAC,20.653,62.604,6.384,415 - ABC,ASSI,BS,,USD,BRL,USD,BSS-Train SA-MS3C-20140125,415 - ABC BSS-Train,BS
OK,BS,1,4,2,AMERICAS,17.947,32.491,33.699,414 - SML,FIN,BS,,BRL,EUR,EUR,BSS-Other SA-MS3C-20090608,414 - SML BSS-Other,BS
NA,XX,0,4,3,APAC,98.785,29.003,8.127,414 - SML,FIN,BS,,EUR,USD,EUR,BSS-Thom SA-MS3C-20210801,414 - SML BSS-Thom,BS
NA,BS,1,2,1,EMEA,79.189,78.154,2.015,415 - ABC,FIN,BS,,USD,BRL,EUR,BSS-Travel SA-MS3C-20081112,415 - ABC BSS-Travel,BS
NA,XX,4,2,3,APAC,14.415,68.741,49.758,414 - SML,FIN,BS,,USD,EUR,EUR,BSS-Config SA-MS3C-20130911,414 - SML BSS-Config,BS
OK,XX,1,3,1,EMEA,44.283,50.957,38.332,415 - ABC,OPS,BS,,BRL,USD,EUR,BSS-Senio SA-MS3C-20180615,415 - ABC BSS-Senio,BS
NA,XX,5,0,2,EMEA,18.796,34.074,90.005,415 - ABC,FIN,BS,,BRL,USD,USD,BSS-Train SA-MS3C-20250823,415 - ABC BSS-Train,BS
OK,BS,2,1,5,AMERICAS,45.662,16.194,54.126,416 - XYZ,OPS,BS,,EUR,USD,USD,BSS-Taxes SA-MS3C-20131123,416 - XYZ BSS-Taxes,BS
NA,BS,4,5,5,APAC,77.704,46.978,53.134,416 - XYZ,FIN,BS,,BRL,USD,USD,BSS-Other SA-MS3C-20161003,416 - XYZ BSS-Other,BS
OK,NA,5,5,5,EMEA,10.306,36.966,63.152,414 - SML,FIN,BS,,USD,BRL,USD,BSS-Other SA-MS3C-20070215,414 - SML BSS-Other,BS
OK,BS,0,5,1,AMERICAS,6.861,60.321,91.006,416 - XYZ,ASSI,BS,,BRL,EUR,EUR,BSS-Thom SA-MS3C-20160319,416 - XYZ BSS-Thom,BS
NA,NA,4,5,0,AMERICAS,29.915,99.57,34.239,414 - SML,ASSI,BS,,BRL,BRL,USD,BSS-Senio SA-MS3C-20091202,414 - SML BSS-Senio,BS
OK,NA,2,0,5,APAC,49.43,77.908,19.22,416 - XYZ,FIN,BS,,BRL,BRL,USD,BSS-Thom SA-MS3C-20050419,416 - XYZ BSS-Thom,BS
NA,NA,4,0,2,AMERICAS,89.996,20.191,27.217,414 - SML,OPS,BS,,EUR,USD,USD,BSS-Other SA-MS3C-20080924,414 - SML BSS-Other,BS
OK,XX,5,0,4,APAC,8.838,81.221,63.458,415 - ABC,OPS,BS,,USD,EUR,USD,BSS-Thom SA-MS3C-20180107,415 - ABC BSS-Thom,BS
OK,XX,1,3,5,APAC,76.625,66.437,92.993,415 - ABC,FIN,BS,,BRL,USD,EUR,BSS-Taxes SA-MS3C-20070827,415 - ABC BSS-Taxes,BS
OK,XX,1,4,4,EMEA,65.396,37.533,3.137,414 - SML,OPS,BS,,USD,EUR,EUR,BSS-Senio SA-MS3C-20240114,414 - SML BSS-Senio,BS
OK,BS,0,1,3,APAC,61.021,92.061,59.201,416 - XYZ,FIN,BS,,USD,USD,EUR,BSS-Config SA-MS3C-20210404,416 - XYZ BSS-Config,BS
OK,NA,1,3,5,AMERICAS,49.102,16.54,87.125,416 - XYZ,ASSI,BS,,EUR,BRL,EUR,BSS-Travel SA-MS3C-20170217,416 - XYZ BSS-Travel,BS
OK,XX,5,3,2,APAC,46.298,7.731,59.901,415 - ABC,FIN,BS,,USD,USD,EUR,BSS-Travel SA-MS3C-20150411,415 - ABC BSS-Travel,BS
OK,XX,2,0,4,APAC,10.883,47.289,34.621,415 - ABC,OPS,BS,,EUR,BRL,EUR,BSS-Thom SA-MS3C-20230910,415 - ABC BSS-Thom,BS
NA,BS,1,4,0,EMEA,15.593,6.86,54.207,416 - XYZ,FIN,BS,,USD,USD,USD,BSS-Train SA-MS3C-20130107,416 - XYZ BSS-Train,BS
NA,XX,0,1,2,EMEA,18.238,63.556,15.01,414 - SML,FIN,BS,,BRL,BRL,EUR,BSS-Senio SA-MS3C-20071202,414 - SML BSS-Senio,BS
