SupplierName,Dept,Service,NatAnal,ModuleName,Company,Account,Site,Section,Structure,Intercompany,Nature,Major,Minor,GroupSectionAndDescription,LedgerName,Source,Category,Supplier Number,SupplierName_Fake,DocumentCurrency,Ledgercurrency,AmoutinEUR,DebitEnteredAmount,CreditEnteredAmount,DebitAccountedAmount,CreditAccountedAmount,DateCreated,POOrderedDate,DueDate
GRMHM YWR INC,IN,Infra - Projects,Travels,PO,Quantum Dynamics Group,6077000,PP1,98158Z,7956,415,N10_MASA_V,MAJ03_Temporary_Other_Labor_V,MIN0710,1434 ISIT Method & Quality,MX_589_PL_MXN,Payables,Write-off,34,Global Resources Ltd,GBP,BRL,835842.18,856.96,0,689.46,0,2025/06/23,2025/10/19,2025/10/27
TUSER GEK INC,MQ,Security,Capitalized production (PRIM),PO,Nexus Enterprise Holdings,6448707,RIO,14720A,7950,796,N21_FE_V,MAJ05_Maintenance_F,MIN0510,9828 Other operational expenses & revenue non allocated,MX_839_PL_USD,Assets,Adjustment,46,Quality Components Ltd,GBP,BRL,176321.18,110.82,0,344.52,0,2024/04/12,2025/02/24,2025/07/02
XNDVE FMG INC,DIR,MASS ALLOC,Travels,GL,Quantum Dynamics Group,6211000,MTC,14400C,7956,0,N22_FE_F,MAJ07_Transportation_V,MIN1120,1444 ISIT Infra Service Line NET (Network),,,GL_Equity,14,Reliable Suppliers Group,CAD,BRL,776959.96,582.86,0,262.28,0,2023/12/17,2024/12/30,2025/02/12
BHHJW VWN INC,DIR,Group EUX,External Resources,PA,TechnoGlobal Industries,6448706,MXA,14320G,7956,409,N22_FE_F,MAJ05_Maintenance_F,MIN0810,1472 Allocation unpaid intra group invoices by companies from South America,MX_839_PL_MXN,Cost Management,Addition,48,Progressive Manufacturing,BRL,MXN,966148.59,248.68,0,945.76,0,2025/05/08,2025/09/18,2025/10/25
PCJGB FBZ INC,BSS,Security,Taxes,GL,Quantum Dynamics Group,6437714,MAN,14440A,7956,200,N24_FE_MISC_INCOME_F,MAJ04_Salary_Labor_F,MIN0950,1458 ISIT BSS Entreprises Services (ES),MX_589_PL_MXN,Manual,GL_Adjustment,6,Integrated Solutions Ltd,EUR,BRL,125913.07,759.82,0,901.74,0,2023/11/18,2024/11/25,2024/12/07
QZUFG VDI INC,MQ,Maestro,Invoices sent,PO,TechnoGlobal Industries,6132000,MTC,14600B,7950,409,N88_CESSIONS_DORD,MAJ03_Temporary_Other_Labor_V,MIN1630,1444 ISIT Infra Service Line NET (Network),MX_839_PL_USD,MassAllocation,CIP Adjustment,47,Superior Quality Goods,USD,USD,99144.29,871.78,0,680.82,0,2024/11/29,2025/02/15,2025/03/17
VPLDK PHS INC,IN,NET,Maintenance & Rental,INV,Meridian Solutions Corp,6182000,GRU,14720A,7950,409,N93_ENERGY_V,MAJ07_Transportation_V,MIN0970,1458 ISIT BSS Entreprises Services (ES),CA_407_PL_CAD,Manual,GL_Allocation_Auto_Revers,48,Progressive Technologies,CAD,CAD,960677.32,319.72,0,324.49,0,2024/11/11,2025/03/05,2025/06/21
HXFNX PHA INC,MQ,SC,Invoices sent,INV,Quantum Dynamics Group,7041005,PPC,14320H,7956,589,N94_ENERGY_F,MAJ20_Cascade_ENERGY_F,MIN2063,1456 ISIT Charge back central,MX_839_PL_MXN,Projects,Freight,14,Mega Distribution Group,BRL,MXN,93245.03,821.06,0,362.91,0,2024/06/02,2025/07/23,2025/09/06
QOGNY YSG INC,DIR,OPEN,Maintenance & Rental,INV,Meridian Solutions Corp,6432010,LAV,14680B,7950,415,N22_FE_F,MAJ21_Allocation_DORD,MIN1110,9815 Expenses to be reinvoiced or reallocated,MX_839_PL_MXN,Assets,GL_Allocation_Auto_Revers,28,Quality Components Ltd,GBP,MXN,666339.16,932.22,0,26.12,0,2023/10/21,2025/01/31,2025/07/17
MLWUG XPO INC,BSS,OPEN,Travels,PA,Meridian Solutions Corp,6437201,MTC,14320G,7950,723,N22_FE_F,MAJ07_Transportation_V,MIN1120,1444 ISIT Infra Service Line NET (Network),CA_407_PL_CAD,Assets,Interface,40,Innovation Systems Ltd,MXN,MXN,512646.18,200.26,0,975.74,0,2023/05/07,2025/07/07,2025/09/12
RLVOY KBH INC,MQ,MF,Travels,INV,TechnoGlobal Industries,6418208,GRU,96501B,7950,409,N93_ENERGY_V,MAJ20_Cascade_MASA_F,MIN0960,1456 ISIT Charge back central,MX_839_PL_USD,MICH_EPW_GLJRNLINTF,Misc Receipts,25,Standard Industries Inc,BRL,BRL,348665.79,882.86,0,610.39,0,2024/12/01,2025/10/08,2025/10/09
SVBSF AZV INC,MQ,GOSM,Other expenses,INV,Meridian Solutions Corp,6580000,MXA,14320F,7950,567,N22_FE_F,MAJ09_General_Overhead_F,MIN1120,1466 ISIT BSS Supply Chain (SC),,,GL_Supplier,46,Leading Edge Technologies,GBP,CAD,454218.88,520.4,0,495.7,0,2024/05/28,2025/02/18,2025/10/24
WAOOZ POB INC,BSS,ES,Maintenance & Rental,PA,Apex Innovations Ltd,6418712,PPC,14320J,7950,567,N97_FE_F,MAJ16_FA_Disposal,MIN0505,1464 ISIT BSS Research & development (RD),MX_589_PL_MXN,Projects,GL_Legal_Adjustments,23,Progressive Manufacturing,CAD,USD,684057.49,188.15,0,365.34,0,2023/10/17,2025/05/07,2025/10/23
WAIFC HCT INC,DIR,Security,Maintenance & Rental,PA,Meridian Solutions Corp,9820201,PPC,96500N,7956,415,N23_FE_TRAVEL_F,MAJ16_FA_Disposal,MIN1120,1448 ISIT Infra Transverse operations (GOM),US_415_PL_USD,Payables,GL_Payroll_Auto_Reversal,40,Precision Parts Corp,USD,CAD,639586.35,272.8,0,365.91,0,2025/06/08,2025/09/04,2025/10/12
RZNSN VAT INC,MQ,Group EC,Telecom Voice,AP,Nexus Enterprise Holdings,6743000,DDD,14680C,7950,0,N91_MASA_F,MAJ06_Utilities_Energy_V,MIN0956,1462 ISIT BSS Production Sytems (PS),US_415_PL_USD,Recurring,Inventory,33,Global Tech Solutions,EUR,CAD,270909.12,177.64,0,69.66,0,2024/08/31,2024/10/03,2025/01/05
XFWUV ZGZ INC,DIR,Group ES,Capitalized production (PRIM),PA,Apex Innovations Ltd,6180000,DDD,14660A,7956,0,N93_ENERGY_V,MAJ20_Cascade_DEPRECIATION_F,MIN0965,1466 ISIT BSS Supply Chain (SC),BR_414_PL_BRL,Spreadsheet,Write-off,46,Quality First Industries,BRL,BRL,589743.4,457.82,0,962.17,0,2023/03/10,2025/06/24,2025/09/01
MMSIT ZBK INC,IN,OTHER OP,External Resources,AP,Meridian Solutions Corp,6417705,RES,98158Z,7950,589,N81_MASA_F,MAJ09_Travel_F,MIN0923,1468 ISIT BSS Management,MX_839_PL_USD,MICH_CAW_GLJRNLINTF,CIP Adjustment,21,Progressive Manufacturing,GBP,USD,855171.6,180.85,0,226.84,0,2024/03/25,2024/06/09,2025/07/04
ROCKG FUI INC,DIR,GOSM,Other expenses,PA,Meridian Solutions Corp,6469201,PPC,14720A,7950,723,N94_ENERGY_F,MAJ11_Income,MIN0930,1470 ISIT BSS IS Region managers (ISRM),CA_407_PL_CAD,Payables,GL_Equity,38,Integrated Solutions Ltd,EUR,MXN,877183.54,828.53,0,286.2,0,2024/01/13,2025/02/08,2025/09/02
YLKVJ FOT INC,IN,MF,Telecom Data,PA,Meridian Solutions Corp,6873100,RES,96500N,7950,589,N93_ENERGY_V,MAJ09_General_Overhead_V,MIN0923,1466 ISIT BSS Supply Chain (SC),BR_414_PL_BRL,MICH_CAW_GLJRNLINTF,GL_Accrual_Auto_Reversal,41,Universal Supply Chain,USD,MXN,977030.45,464.3,0,327.73,0,2024/07/26,2025/01/19,2025/05/23
YTRAW DBJ INC,DIR,NET,Taxes,PA,TechnoGlobal Industries,6580200,RES,14580A,7956,723,N23_FE_TRAVEL_F,MAJ20_Cascade_ENERGY_F,MIN2076,1432 ISIT Region Direction,CA_407_PL_CAD,Spreadsheet,GL_AutoPrepa_AutoReverse,45,Essential Services Co,BRL,BRL,529101.45,882.57,0,205.45,0,2024/02/04,2024/03/20,2025/04/09
LZFYL GOA INC,MQ,Infra - Projects,Telecom Data,GL,Apex Innovations Ltd,6738040,RIO,14640A,7956,723,N93_ENERGY_V,MAJ07_Transportation_V,MIN0810,1470 ISIT BSS IS Region managers (ISRM),,MICH_EPW_GLJRNLINTF,Interface,50,Premier Logistics Co,CAD,MXN,782599.43,123.42,0,595.95,0,2023/08/01,2025/08/10,2025/09/21
OCHJR UKJ INC,DIR,OTHER OP,Invoices sent,GL,Quantum Dynamics Group,6240000,RES,14360B,7950,200,N97_FE_F,MAJ09_General_Overhead_V,MIN0505,1456 ISIT Charge back central,MX_839_PL_USD,MassAllocation,GL_Intercompany_Reversal,13,Innovation Industries Corp,BRL,USD,678749.99,170.82,0,804.78,0,2023/04/15,2024/12/06,2025/06/18
LXZUG ARL INC,MQ,SC,Telecom Data,INV,Apex Innovations Ltd,6210000,RES,14400A,7950,567,N97_FE_F,MAJ20_Cascade_FE_F,MIN2063,1440 ISIT Infra Data centre & applications platforms (DAP),CA_407_PL_CAD,,GL_Intercompany_Reversal,13,Global Tech Solutions,BRL,USD,657674.36,464.18,0,182.53,0,2024/04/02,2025/04/14,2025/08/31
OLAFG FIK INC,IN,Group EUX,Internal,PO,Apex Innovations Ltd,6310293,PPC,14340A,7956,407,N81_MASA_F,MAJ07_Transportation_V,MIN0956,1444 ISIT Infra Service Line NET (Network),BR_414_PL_BRL,Projects,GL_Financial_AutoReversal,9,Dynamic Solutions Group,GBP,USD,423736.24,753.72,0,902.36,0,2024/03/08,2024/04/04,2025/03/23
SERMK KMI INC,MQ,NET,Depreciation,INV,TechnoGlobal Industries,6310100,MXA,14320J,7956,723,N30_ENERGY_V,MAJ09_General_Overhead_V,MIN0420,1434 ISIT Method & Quality,MX_839_PL_MXN,,Debit Memos,6,Optimal Distribution Co,BRL,CAD,834056.66,901.44,0,261.2,0,2024/03/09,2025/09/25,2025/09/29
PADFL HVP INC,BSS,Maestro,Other expenses,PO,Meridian Solutions Corp,6310100,LAV,14660A,7950,796,N93_ENERGY_V,MAJ21_Allocation_DORD,MIN0521,1456 ISIT Charge back central,,Spreadsheet,GL_Payroll_Auto_Reversal,48,Dynamic Solutions Group,CAD,BRL,-9133.99,686.85,0,327.01,0,2023/09/13,2024/03/31,2024/10/17
TAHQZ TNB INC,MQ,DAP,Training,INV,Quantum Dynamics Group,6457707,PPC,14400A,7950,409,N94_ENERGY_F,MAJ20_Allocation_FE_F,MIN0845,1464 ISIT BSS Research & development (RD),,Spreadsheet,Receiving,11,Optimal Distribution Co,CAD,CAD,906574.65,330.68,0,415.22,0,2024/04/20,2024/10/23,2024/12/13
SSONN PDE INC,IN,OPEN,Other expenses,GL,Quantum Dynamics Group,6135000,PPC,14580B,7950,415,N88_CESSIONS_DORD,MAJ02_Prod_Maint_Wages_V,MIN2103,1434 ISIT Method & Quality,MX_839_PL_USD,Recurring,GL_Allocation,38,Premier Manufacturing Co,CAD,USD,87020.18,373.62,0,123.48,0,2023/02/04,2025/02/20,2025/08/14
HRFTJ BII INC,BSS,DIR,Internal,PO,Apex Innovations Ltd,6468200,CGR,14320H,7950,200,N99_DEPRECIATION_F,MAJ04_Salary_Labor_F,MIN0520,1440 ISIT Infra Data centre & applications platforms (DAP),US_415_PL_USD,,GL_Supplier,26,Strategic Industries Inc,USD,MXN,251703.44,613.69,0,374.44,0,2024/03/13,2024/03/27,2024/12/03
ARMJJ QMO INC,MQ,RD,Taxes,PO,Apex Innovations Ltd,6418711,PP1,14620A,7950,567,N97_FE_F,MAJ15_Depreciation_F,MIN0410,1458 ISIT BSS Entreprises Services (ES),,CLL F189 INTEGRATED RCV,Misc Receipts,43,Professional Services Corp,USD,CAD,502254.92,831.0,0,915.68,0,2024/01/08,2024/12/10,2024/12/31
RNZVT FJN INC,MQ,Communications,Taxes,PA,TechnoGlobal Industries,6417708,PP1,14360A,7950,723,N30_ENERGY_V,MAJ05_Maintenance_F,MIN0956,1440 ISIT Infra Data centre & applications platforms (DAP),US_415_PL_USD,MICH_CAW_GLJRNLINTF,Sales Invoices,2,Premier Manufacturing Co,USD,BRL,558542.85,645.95,0,541.1,0,2025/01/09,2025/10/05,2025/10/24
FAMWK ODE INC,IN,GOSM,Telecom Voice,AP,TechnoGlobal Industries,6117000,GRU,14680B,7956,0,N24_FE_MISC_INCOME_F,MAJ11_Income,MIN2072,1456 ISIT Charge back central,MX_589_PL_MXN,Assets,Depreciation,31,Excellence Products Co,CAD,MXN,391628.58,160.06,0,801.62,0,2024/06/07,2025/06/07,2025/08/11
QHMUA NKR INC,IN,Maestro,Salaries,PA,Apex Innovations Ltd,6437210,MTC,14320H,7956,415,N88_CESSIONS_DORD,MAJ20_Cascade_MASA_F,MIN0610,9815 Expenses to be reinvoiced or reallocated,MX_589_PL_MXN,MICH_CAW_GLJRNLINTF,Depreciation,33,Premier Manufacturing Co,GBP,USD,60552.37,784.61,0,595.7,0,2025/09/16,2025/10/19,2025/10/25
RGFEQ EIJ INC,MQ,QPO,Travels,INV,Meridian Solutions Corp,6261000,PP1,96501B,7950,567,N10_MASA_V,MAJ05_Maintenance_V,MIN0510,1432 ISIT Region Direction,US_415_PL_USD,,Depreciation,9,Progressive Manufacturing,GBP,USD,919626.21,905.3,0,280.74,0,2023/12/10,2025/04/27,2025/08/20
TYLGL WIP INC,MQ,AFFILIATE,Telecom Voice,AP,Meridian Solutions Corp,6453000,MAN,14661C,7956,407,N94_ENERGY_F,MAJ21_Allocation_DORD,MIN0410,1462 ISIT BSS Production Sytems (PS),MX_839_PL_USD,Projects,Reclass,6,Dynamic Solutions Group,CAD,MXN,266845.86,309.91,0,316.45,0,2025/08/27,2025/10/11,2025/10/29
ZXCDD BQQ INC,BSS,Communications,Depreciation,PO,TechnoGlobal Industries,6725000,CGR,14562Z,7956,723,N11_MASA_F,MAJ20_Cascade_MASA_F,MIN0935,1452 ISIT Infra Management,BR_414_PL_BRL,MICH_CAW_GLJRNLINTF,Inventory,42,First Class Services Ltd,GBP,CAD,364499.6,376.27,0,857.86,0,2023/09/23,2025/07/15,2025/10/01
NJNMJ JDY INC,IN,EUX,Capitalized production (PRIM),AP,Quantum Dynamics Group,6310100,MXA,14320H,7950,796,N22_FE_F,MAJ06_Utilities_Energy_V,MIN0970,1448 ISIT Infra Transverse operations (GOM),CA_407_PL_CAD,Receivables,GL_Payroll_Auto_Reversal,48,Advanced Systems Group,MXN,MXN,117440.7,34.6,0,626.16,0,2023/02/18,2023/11/16,2024/08/04
IHTOJ SSR INC,IN,GOSM,Purchases,PO,Apex Innovations Ltd,6473100,MTC,14340A,7950,589,N22_FE_F,MAJ16_Restructuring,MIN0610,1440 ISIT Infra Data centre & applications platforms (DAP),,Cost Management,GL_Equity,19,Advanced Systems Group,BRL,CAD,630509.39,980.44,0,64.94,0,2024/07/04,2025/02/20,2025/04/05
PCJGB FBZ INC,BSS,QPO,Training,AP,Meridian Solutions Corp,6725000,GRU,96500Q,7956,796,N87_FE_F,MAJ05_Maintenance_F,MIN2043,1464 ISIT BSS Research & development (RD),MX_589_PL_MXN,MICH_CAW_GLJRNLINTF,GL_Accrual_Auto_Reversal,27,Superior Quality Goods,GBP,USD,676759.21,924.17,0,445.81,0,2024/10/13,2025/10/16,2025/10/30
MXAXR WJA INC,DIR,Security,External Resources,PO,Nexus Enterprise Holdings,6458703,PP1,14600A,7956,796,N99_DEPRECIATION_F,MAJ05_Maintenance_F,MIN0910,1466 ISIT BSS Supply Chain (SC),BR_414_PL_BRL,Spreadsheet,Interface,25,Professional Resources Ltd,CAD,CAD,91076.26,821.58,0,439.52,0,2024/10/18,2025/07/17,2025/10/14
WAOOZ POB INC,IN,GOSM,Maintenance & Rental,INV,Quantum Dynamics Group,6137000,PP1,14580B,7956,589,N22_FE_F,MAJ20_Cascade_FE_F,MIN0916,1434 ISIT Method & Quality,CA_407_PL_CAD,Recurring,GL_Tax,22,Integrated Solutions Ltd,CAD,MXN,502370.31,809.75,0,555.64,0,2023/01/13,2025/08/13,2025/08/29
TYVSM ZQU INC,MQ,D1 DAP,Maintenance & Rental,INV,TechnoGlobal Industries,6457702,GRU,14320G,7956,0,N81_MASA_F,MAJ05_Maintenance_V,MIN1120,1452 ISIT Infra Management,MX_589_PL_MXN,Payables,GL_Allocation_Auto_Revers,11,Superior Quality Goods,GBP,USD,960549.91,322.38,0,975.79,0,2023/06/07,2025/09/02,2025/09/08
EWJKZ GGW INC,BSS,DAP,Travels,PO,Meridian Solutions Corp,6765000,MTC,14580B,7950,200,N70_DEPRECIATION_F,MAJ20_Cascade_FE_F,MIN0510,1444 ISIT Infra Service Line NET (Network),US_415_PL_USD,Projects,Retirement,40,Universal Supply Chain,EUR,BRL,102907.34,820.6,0,276.54,0,2023/07/29,2024/09/18,2025/08/20
FJFKA HXO INC,MQ,NET,Invoices sent,PO,Meridian Solutions Corp,6250000,RES,14700A,7950,796,N22_FE_F,MAJ15_Depreciation_F,MIN1630,9828 Other operational expenses & revenue non allocated,US_415_PL_USD,MICH_EPW_GLJRNLINTF,GL_Payroll,36,First Class Manufacturing,MXN,USD,990768.67,922.48,0,919.51,0,2024/09/16,2025/05/09,2025/06/15
SVBSF AZV INC,MQ,MF,Maintenance & Rental,PO,Nexus Enterprise Holdings,6725000,RIO,14520A,7950,407,N11_MASA_F,MAJ11_Income,MIN2076,9828 Other operational expenses & revenue non allocated,MX_839_PL_MXN,MICH_EPW_GLJRNLINTF,Write-off,11,Dynamic Industries Inc,BRL,MXN,180835.86,671.09,0,103.21,0,2025/06/11,2025/07/20,2025/09/12
UJISA PZT INC,BSS,DAP,Telecom Data,PO,Quantum Dynamics Group,6310707,DDD,14680B,7950,589,N97_FE_F,MAJ15_Depreciation_F,MIN1120,1456 ISIT Charge back central,MX_589_PL_MXN,MICH_CAW_GLJRNLINTF,Interface,6,Elite Distribution Corp,USD,USD,105435.07,626.56,0,332.07,0,2025/03/11,2025/09/13,2025/09/13
BKJBV FCP INC,MQ,Group EC,Telecom Voice,INV,TechnoGlobal Industries,6152700,RIO,96501B,7956,407,N30_ENERGY_V,MAJ09_General_Overhead_F,MIN0840,1448 ISIT Infra Transverse operations (GOM),MX_839_PL_USD,Assets,GL_Legal_Adjustments,10,Integrated Solutions Ltd,CAD,MXN,172850.78,674.43,0,67.44,0,2024/02/11,2025/03/15,2025/06/17
UESJP EZW INC,BSS,MF,Salaries,INV,Quantum Dynamics Group,6458100,PP1,14620A,7956,0,N93_ENERGY_V,MAJ20_Cascade_DEPRECIATION_F,MIN0970,1462 ISIT BSS Production Sytems (PS),BR_414_PL_BRL,CLL F189 INTEGRATED RCV,Addition,5,Integrated Manufacturing,MXN,USD,202205.34,427.7,0,899.09,0,2023/03/12,2023/05/14,2025/05/08
NSAIV UBH INC,DIR,SC,Travels,GL,Nexus Enterprise Holdings,6150000,MTC,98158Z,7950,409,N97_FE_F,MAJ06_Utilities_Energy_V,MIN0920,1462 ISIT BSS Production Sytems (PS),MX_839_PL_MXN,,Reclass,13,Precision Parts Corp,EUR,BRL,162607.42,400.84,0,690.22,0,2025/07/29,2025/08/22,2025/08/25
OLAFG FIK INC,IN,GOSM,Capitalized production (PRIM),PO,TechnoGlobal Industries,6467100,GRU,14720A,7956,415,N93_ENERGY_V,MAJ20_Cascade_ENERGY_V,MIN0955,9828 Other operational expenses & revenue non allocated,MX_839_PL_MXN,MICH_EPW_GLJRNLINTF,GL_Equity,42,Elite Distribution Corp,CAD,USD,701951.66,507.1,0,535.09,0,2025/05/27,2025/08/24,2025/09/24
TKGZK KDB INC,BSS,RD,Other expenses,PA,Apex Innovations Ltd,6437100,PP1,14600B,7950,511,N11_MASA_F,MAJ03_Temporary_Other_Labor_V,MIN1510,1470 ISIT BSS IS Region managers (ISRM),CA_407_PL_CAD,Projects,Receiving,30,Excellence Manufacturing,CAD,MXN,106343.71,845.59,0,21.74,0,2024/11/26,2025/09/18,2025/10/27
ORGZR MOG INC,IN,MASS ALLOC,Internal,INV,Meridian Solutions Corp,6457202,GRU,14720A,7956,511,N22_FE_F,MAJ20_Allocation_FE_F,MIN0956,1458 ISIT BSS Entreprises Services (ES),,Recurring,Retirement,44,Mega Distribution Group,CAD,MXN,23752.45,866.63,0,873.2,0,2025/03/19,2025/05/11,2025/09/01
MVQRE AAD INC,DIR,OTHER OP,Capitalized production (PRIM),GL,Quantum Dynamics Group,9860206,MXA,14400C,7956,409,N91_MASA_F,MAJ06_Utilities_Energy_V,MIN2103,1440 ISIT Infra Data centre & applications platforms (DAP),CA_407_PL_CAD,Spreadsheet,Addition,24,Mega Distribution Group,BRL,USD,453220.52,549.48,0,877.13,0,2025/08/11,2025/10/18,2025/10/24
GHEZN YTO INC,MQ,Infra - Projects,Capitalized production (PRIM),GL,Quantum Dynamics Group,6135000,DDD,14320G,7956,415,N99_DEPRECIATION_F,MAJ05_Maintenance_V,MIN1620,1456 ISIT Charge back central,CA_407_PL_CAD,CLL F189 INTEGRATED RCV,Adjustment,16,Excellence Manufacturing,GBP,CAD,115759.57,876.24,0,687.34,0,2025/10/29,2025/10/31,2025/11/01
ARMJJ QMO INC,DIR,ES,Maintenance & Rental,GL,Meridian Solutions Corp,6813000,MXA,14600B,7956,796,N70_DEPRECIATION_F,MAJ20_Cascade_DEPRECIATION_F,MIN2062,9828 Other operational expenses & revenue non allocated,CA_407_PL_CAD,MICH_EPW_GLJRNLINTF,GL_Allocation_Auto_Revers,28,Leading Products Corp,EUR,CAD,331929.4,688.7,0,293.06,0,2023/02/19,2025/04/09,2025/07/30
PQZHG MYA INC,MQ,QPO,External Resources,INV,Quantum Dynamics Group,6873100,MAN,14320F,7950,567,N87_FE_F,MAJ20_Cascade_DEPRECIATION_F,MIN0710,1444 ISIT Infra Service Line NET (Network),US_415_PL_USD,MICH_CAW_GLJRNLINTF,Addition,25,Dynamic Industries Inc,MXN,USD,767376.3,758.1,0,201.25,0,2024/06/28,2025/05/14,2025/08/14
QTWSP HJM INC,IN,MQ,Other expenses,GL,Nexus Enterprise Holdings,6417705,RIO,14660A,7950,511,N10_MASA_V,MAJ06_Utilities_Energy_V,MIN0320,1448 ISIT Infra Transverse operations (GOM),BR_414_PL_BRL,Receivables,GL_Payroll,1,Advanced Systems Group,GBP,MXN,976322.83,150.43,0,61.88,0,2025/04/29,2025/05/24,2025/09/29
OHZQV KUS INC,BSS,EUX,Internal,PA,Quantum Dynamics Group,7041005,RES,98281C,7956,407,N21_FE_V,MAJ20_Allocation_FE_F,MIN0505,1452 ISIT Infra Management,US_415_PL_USD,Receivables,Debit Memos,26,Innovation Systems Ltd,BRL,USD,201677.93,940.26,0,156.63,0,2025/10/24,2025/10/26,2025/10/29
YWWXQ NZI INC,DIR,QPO,Invoices sent,GL,Quantum Dynamics Group,6419999,MXA,14320G,7950,723,N81_MASA_F,MAJ16_FA_Disposal,MIN1011,1472 Allocation unpaid intra group invoices by companies from South America,MX_839_PL_USD,Cost Management,GL_Financial_AutoReversal,11,Quality Components Ltd,USD,MXN,517485.31,480.56,0,5.31,0,2025/02/18,2025/03/18,2025/04/07
AHHFA AEA INC,DIR,DIR,Depreciation,GL,Meridian Solutions Corp,6418701,PP1,14600B,7950,409,N23_FE_TRAVEL_F,MAJ20_Allocation_MASA_F,MIN0435,1448 ISIT Infra Transverse operations (GOM),BR_414_PL_BRL,Receivables,GL_Payroll,17,Innovation Industries Corp,GBP,MXN,986589.93,966.36,0,471.31,0,2024/01/04,2025/07/17,2025/10/10
YXSHL ZEO INC,BSS,MASS ALLOC,Capitalized production (PRIM),PO,TechnoGlobal Industries,6475100,DDD,14400A,7956,796,N21_FE_V,MAJ21_Allocation_DORD,MIN0965,1432 ISIT Region Direction,US_415_PL_USD,MICH_CAW_GLJRNLINTF,Depreciation,34,Excellence Products Co,EUR,USD,277652.93,966.83,0,3.11,0,2023/04/04,2025/02/01,2025/03/20
MMSIT ZBK INC,IN,MASS ALLOC,Telecom Data,PO,TechnoGlobal Industries,6738000,PPC,14320J,7956,796,N97_FE_F,MAJ16_FA_Disposal,MIN1011,1464 ISIT BSS Research & development (RD),MX_839_PL_MXN,MICH_EPW_GLJRNLINTF,GL_Supplier_Auto_Reversal,20,Professional Resources Ltd,USD,MXN,31258.45,739.01,0,738.56,0,2024/11/23,2025/07/02,2025/11/01
KJCVY RQA INC,DIR,ACC,Taxes,PA,Meridian Solutions Corp,6745000,MTC,14520A,7956,723,N23_FE_TRAVEL_F,MAJ09_General_Overhead_F,MIN1110,1466 ISIT BSS Supply Chain (SC),MX_589_PL_MXN,Cost Management,Retirement,16,Progressive Technologies,CAD,BRL,525364.76,940.06,0,710.21,0,2023/09/06,2024/09/06,2025/01/04
FJFKA HXO INC,IN,OPEN,Training,INV,TechnoGlobal Industries,6117100,PP1,14360A,7950,796,N81_MASA_F,MAJ05_Maintenance_V,MIN1620,1470 ISIT BSS IS Region managers (ISRM),MX_839_PL_MXN,MICH_CAW_GLJRNLINTF,GL_AutoPrepa_AutoReverse,43,Universal Supply Chain,CAD,MXN,195563.89,363.39,0,4.86,0,2024/12/20,2024/12/30,2025/03/29
SSONN PDE INC,MQ,GOSM,Other expenses,PA,Nexus Enterprise Holdings,6078100,MTC,14320F,7956,567,N24_FE_MISC_INCOME_F,MAJ15_Depreciation_F,MIN1120,1444 ISIT Infra Service Line NET (Network),,Receivables,CIP Adjustment,27,Excellence Products Co,GBP,USD,623424.36,875.02,0,784.72,0,2025/06/24,2025/10/22,2025/10/27
UCUST SZS INC,IN,Group EUX,Salaries,GL,TechnoGlobal Industries,6477100,LAV,14360A,7950,415,N91_MASA_F,MAJ20_Cascade_MASA_F,MIN1010,1472 Allocation unpaid intra group invoices by companies from South America,MX_589_PL_MXN,Assets,REC,3,Premier Manufacturing Co,CAD,USD,740051.69,534.41,0,753.73,0,2025/08/06,2025/09/01,2025/10/05
HFSOU GPS INC,IN,MASS ALLOC,Purchases,PO,Meridian Solutions Corp,9831900,LAV,14580B,7950,0,N93_ENERGY_V,MAJ15_Depreciation_F,MIN0910,9815 Expenses to be reinvoiced or reallocated,MX_839_PL_USD,Payables,Freight,26,Elite Distribution Corp,USD,CAD,15696.63,449.35,0,851.86,0,2024/03/29,2025/02/17,2025/03/21
HRUCH DYY INC,IN,Security,Taxes,PO,Quantum Dynamics Group,6211011,DDD,14320J,7956,723,N10_MASA_V,MAJ16_Restructuring,MIN0960,1462 ISIT BSS Production Sytems (PS),,MassAllocation,Misc Receipts,44,Advanced Materials Group,USD,BRL,370656.13,701.98,0,328.13,0,2025/04/15,2025/10/10,2025/10/28
WUQXC OKV INC,DIR,AFFILIATE,Purchases,AP,Apex Innovations Ltd,6453000,MAN,14400C,7956,589,N21_FE_V,MAJ16_Restructuring,MIN0918,1448 ISIT Infra Transverse operations (GOM),BR_414_PL_BRL,,REC,6,Essential Materials Ltd,CAD,CAD,336678.38,630.65,0,55.51,0,2023/04/07,2023/04/30,2023/05/13
AJNEH ONP INC,MQ,OPEN,Training,PO,Quantum Dynamics Group,6211010,MXA,96500Q,7956,200,N94_ENERGY_F,MAJ05_Maintenance_F,MIN0910,1466 ISIT BSS Supply Chain (SC),BR_414_PL_BRL,,GL_Financial,29,Strategic Components LLC,USD,CAD,123455.17,486.63,0,189.45,0,2024/01/15,2025/08/05,2025/08/31
NHDIN KKE INC,DIR,DEV,Travels,PA,Meridian Solutions Corp,6072000,RES,96501C,7950,567,N87_FE_F,MAJ03_Temporary_Other_Labor_V,MIN0960,1458 ISIT BSS Entreprises Services (ES),,MICH_CAW_GLJRNLINTF,REC,39,Prime Components Group,BRL,CAD,415090.59,379.55,0,951.45,0,2024/12/15,2025/05/06,2025/05/23
